ID,Target
26865,2
27990,59
4815,10
45360,100
2655,5
58410,129
62865,143
21645,57
44505,104
53910,119
64125,142
24795,55
16740,37
29295,65
16335,36
8685,19
54495,124
765,15
59175,131
9810,16
1125,2
12375,27
3060,6
7155,15
27540,58
8145,18
37080,82
12915,28
14400,37
49995,111
58320,129
24975,55
63495,141
3510,7
30645,68
45045,100
63630,141
54135,120
33345,74
56430,113
1305,2
24480,54
67410,130
46710,150
33930,75
5085,11
66420,147
6435,14
28665,122
56610,113
51930,115
405,0
8370,18
56970,126
3330,7
67680,56
45720,101
58635,130
63225,140
17775,39
64620,139
33435,74
37755,71
36405,80
12510,27
43335,103
60570,131
61785,137
1710,3
46125,149
49545,110
31995,71
29115,64
63900,142
24390,54
8595,19
46215,103
47655,105
46485,111
31005,68
55260,130
47475,105
64035,142
7785,17
62730,143
46845,104
37215,82
28845,64
24345,54
58545,130
630,1
15075,33
59940,133
19080,41
58185,129
36630,81
26460,57
34695,77
15345,34
62145,138
4230,9
9135,20
65250,145
23130,51
51210,113
40545,143
62325,138
61875,137
24660,54
61245,136
29880,66
50085,111
19215,42
30285,67
58995,128
51480,114
35280,72
50760,112
23940,59
54720,121
24210,51
15840,35
26505,66
18135,40
50310,111
17235,39
58860,130
36090,80
12870,28
34425,76
21465,47
42075,93
18495,41
49770,110
23490,53
30420,70
63360,140
51570,114
19890,44
53865,119
5940,52
38835,86
17595,39
20475,45
25650,1
19035,42
30690,68
1260,2
43020,95
66240,150
47520,105
38925,86
3690,8
39870,94
67365,61
40815,90
23805,53
28035,56
11430,25
44010,97
39150,87
4140,49
46080,102
42435,94
47790,109
48105,106
56385,125
34245,76
43245,104
19440,43
67320,41
64170,142
10350,23
25605,49
6030,2
8775,19
7830,17
10665,23
64260,142
43875,33
62820,143
39375,87
54585,121
38655,85
16425,36
39060,78
16470,36
48780,108
56025,114
48465,107
29025,72
36585,81
18090,40
63675,141
28260,48
16875,32
55440,123
6255,53
36855,81
9000,20
53640,119
45,0
20610,45
36045,80
19485,43
50175,111
42750,95
48600,108
3915,8
31500,57
10980,24
4185,9
49095,109
57735,128
62955,143
53550,119
63720,141
8235,20
8280,18
2565,5
11160,24
42660,94
37800,84
2205,4
2925,12
66960,137
1800,4
66015,145
45495,82
61110,131
38025,84
40230,89
66780,137
41715,92
61560,136
57645,128
7470,16
63540,141
51030,119
26145,50
22500,50
59445,132
34335,76
32535,72
4545,10
11700,20
60165,132
20835,38
46035,96
43560,96
42525,94
22815,50
55350,62
42885,95
3105,6
54675,121
60930,135
31860,70
2430,5
67995,81
3960,8
36135,80
51300,114
18315,45
15615,34
16110,35
65655,145
24750,55
22320,49
16245,36
49050,109
52920,120
2115,4
29790,66
53460,118
9090,20
1350,3
61425,142
54180,120
7560,16
5625,2
61515,142
42975,95
62370,138
55755,123
22230,49
53685,119
56250,125
13995,31
35235,78
63810,141
31590,70
67230,144
54225,120
62460,138
25740,145
1890,4
25965,49
66555,147
11340,25
52245,116
12015,20
27405,62
540,1
31275,69
55710,14
48735,109
31545,70
12105,20
56115,114
23625,53
33030,73
46980,104
58500,130
44595,99
53415,118
21825,59
56745,126
14220,31
5040,11
58050,132
66285,147
54990,122
35505,72
48690,108
19710,43
18720,43
4275,10
65970,145
45855,101
2835,6
61020,135
39510,87
65115,147
43920,33
7695,17
27585,57
37485,83
36990,82
16605,36
16290,36
44775,107
11385,25
58140,132
15435,34
8415,18
48420,107
6705,14
64755,143
33390,74
61335,136
21240,47
28800,64
44055,101
28080,60
18000,40
17730,39
29205,76
810,1
3420,7
13635,30
67770,42
26775,60
55620,123
9945,22
30060,66
315,0
22770,50
27810,12
16695,37
55890,124
6975,15
45810,101
20925,46
39465,87
2520,5
3870,8
21420,47
21780,50
23220,51
18360,40
6570,8
43650,97
52335,61
44910,99
56205,124
5130,53
34875,77
45765,96
28440,63
29745,66
59040,135
5265,11
38565,85
16560,36
28305,3
60885,131
55485,123
37530,83
22590,53
34380,76
41895,93
26640,59
66600,147
48240,107
59895,133
17370,38
3015,12
19260,41
47700,84
42705,94
34155,75
37710,71
8865,19
17145,38
43965,101
67950,151
5535,12
13320,18
35820,79
6120,2
46260,103
23265,11
19845,42
63855,141
3555,7
26010,57
58905,130
33705,74
31320,75
55395,123
30105,66
29565,65
25065,55
27135,60
2970,12
13365,18
585,15
7425,16
28620,55
9585,16
9405,20
59760,132
48870,66
50355,111
11655,25
66105,133
59400,132
32715,72
33525,74
32580,72
66825,148
41355,91
48375,107
7965,17
49275,109
49590,105
56880,125
3600,8
27090,60
13050,29
62100,138
60030,133
14850,33
68355,146
61290,142
45225,82
65925,147
63090,140
38295,85
50130,111
24165,53
35190,78
15165,33
39825,88
10260,22
8010,17
31230,75
14715,32
41580,92
28530,63
58590,127
24840,55
14985,33
20340,45
46575,80
11565,25
33660,74
270,0
41130,91
56295,125
4050,10
18945,42
11925,20
32805,72
44370,98
66735,151
42345,88
58680,130
17820,34
65340,145
32040,71
52020,115
36765,111
56160,124
60615,131
33570,74
23760,53
57600,128
48825,108
53145,118
19755,43
22680,13
56655,113
25335,147
25200,61
21375,47
15930,35
59625,132
51795,115
59535,132
40275,89
30375,67
29610,66
450,15
18900,42
1080,2
10080,22
24435,54
2700,6
22860,50
58230,129
50535,112
9855,16
21015,46
47925,108
37935,84
50445,112
36270,80
38610,85
55665,123
17100,38
39015,86
43200,103
2745,12
23670,53
57690,128
24705,54
66465,146
51840,115
62640,143
27270,48
54315,120
55800,124
13230,18
45450,101
30960,68
1440,3
49140,109
675,1
45900,96
15120,33
3780,8
65025,151
26730,2
61920,137
19980,106
5220,11
44865,99
54540,114
21105,46
15255,33
52200,116
54045,62
15030,33
31140,77
52560,61
32895,73
42030,93
14265,31
29925,66
26325,61
6165,13
57915,128
47880,109
64215,142
13725,30
5445,12
9360,20
57015,126
10710,23
9315,20
31680,70
44145,105
10485,23
17460,38
48285,107
58725,130
4725,49
38385,85
17550,39
0,0
7605,21
10845,24
38250,85
17865,39
5760,12
4365,9
44280,41
6210,13
28755,63
39645,95
15660,34
34290,76
37125,82
58365,56
46530,107
32760,72
18405,40
62415,138
21285,47
4905,10
20115,44
32400,72
29250,65
61830,137
49005,108
24030,53
47835,106
40455,89
21960,6
31410,69
34650,77
11520,25
11070,24
23715,12
30870,68
45585,101
47745,106
18855,41
14355,31
35460,78
61740,137
65205,149
65385,145
22095,49
60255,133
27450,50
55080,57
4005,8
59805,132
24570,54
26190,49
59355,131
25875,121
53730,119
14625,32
20745,46
54000,120
4860,10
39330,87
5895,52
19620,43
56835,126
12600,28
42840,95
27225,51
5400,12
34515,76
4095,9
35100,78
7335,16
2070,4
52830,120
53325,119
34785,77
47115,80
54630,121
3195,7
53955,113
40860,90
29655,65
37035,82
16920,37
52875,117
8100,18
16965,37
11295,25
44460,100
67860,150
45135,100
40680,90
11025,24
49320,109
8730,19
5355,11
50400,112
51975,115
61155,135
42120,93
37350,83
57960,128
42615,88
56070,124
27180,52
36720,81
54360,126
50220,111
60795,128
46620,111
36360,80
59670,132
29700,66
49230,109
51075,125
60750,135
25425,57
26820,60
6525,8
39915,88
58815,130
43380,103
5805,12
4680,10
35595,79
34065,75
24120,53
21555,47
43785,97
62505,138
57375,127
38745,86
34020,75
41175,91
27000,51
5985,52
53280,118
11610,25
52290,116
10620,23
10800,24
63405,140
2880,12
13140,18
23085,51
60075,133
14760,32
13275,18
58275,132
50670,54
30825,68
23535,12
52965,117
34470,76
36540,81
28350,63
39555,87
35370,78
63180,140
29970,66
32850,73
37395,83
37620,83
37440,83
20880,46
29160,64
46755,111
14175,31
4770,10
62595,139
18450,35
25380,56
34560,76
17325,38
43515,101
16380,36
65835,146
46800,78
39960,88
35640,79
14490,32
53370,118
12735,28
65700,146
42390,94
41085,91
57465,127
3825,8
1575,3
30555,67
25920,50
34110,75
56700,126
25290,130
62235,138
19575,43
66870,151
8505,18
67725,145
4455,10
56340,125
51165,125
30735,68
11790,20
22410,49
25245,56
18990,66
17505,38
40320,89
11475,25
19665,43
8055,17
32625,72
64080,142
24255,53
27720,70
12645,28
15390,34
67185,149
33975,75
35865,79
6390,8
33840,75
41445,91
14085,31
35415,78
12150,27
35145,72
46665,111
19530,43
36945,82
61965,137
43155,95
26100,127
51435,114
58950,135
9630,21
29340,65
51390,114
18540,41
10305,22
6300,14
22905,50
23580,53
65790,147
63045,140
15795,35
50940,125
22545,50
67905,150
7515,16
45990,96
39420,87
2790,12
41940,93
15570,34
28935,64
61650,137
60975,131
58005,134
17910,34
22950,49
28215,123
3465,7
12960,28
27360,51
25020,55
45180,100
66645,148
63000,140
21870,13
33615,74
495,1
30510,70
39105,78
67455,149
1485,3
67545,150
60705,134
23355,11
4500,10
31095,77
12240,27
47070,104
34920,77
31725,70
43830,97
49905,110
57555,115
6930,15
64665,139
55125,122
90,0
53100,118
43425,96
24885,55
15885,35
59580,132
39240,87
27495,50
30015,66
8640,19
6615,8
48015,109
49680,105
28575,55
66510,151
37890,84
17190,38
41310,91
27945,62
10395,23
9450,16
55035,122
62685,143
36900,82
60840,131
2250,5
31905,70
47385,105
14130,31
21735,50
59220,135
17010,32
20160,44
39285,87
45315,100
64575,143
26685,59
52380,114
55575,123
50715,112
9180,20
23040,51
51615,114
14580,37
22050,49
6885,15
40140,89
67635,146
6480,14
58455,128
35910,79
38520,85
20655,45
29520,109
32220,71
52605,58
61200,136
10035,22
28980,72
36180,80
63450,141
57060,126
11115,24
53010,117
13770,30
14895,33
54450,121
38700,86
24300,54
14040,31
66150,147
44550,99
39690,88
225,0
14445,32
48915,108
24075,60
10890,24
68130,80
60345,131
35685,79
44640,99
29475,65
50805,112
42210,93
20970,46
11745,20
5850,13
54765,116
67815,150
32670,72
32310,71
41535,92
47340,105
64890,150
2475,5
15480,34
33165,73
53775,119
51750,115
37260,82
48510,107
30780,68
12555,27
38160,84
9225,20
5715,2
25515,56
35055,77
15975,35
40365,89
20025,107
62010,137
15705,82
59850,133
65520,147
17685,39
67095,149
64710,143
65430,145
60300,131
3285,7
6075,2
61605,142
27765,62
24615,54
42300,94
22725,50
48150,107
20250,45
56925,126
38115,84
2385,5
41220,91
50580,112
64845,144
21060,46
30465,67
22635,3
47430,105
45675,101
135,0
15750,35
31815,70
13005,28
18810,66
35325,78
53820,119
1845,4
57240,127
1170,3
54405,120
37305,82
13680,30
7020,15
50040,111
19935,44
11835,20
39600,88
44730,99
49860,143
21690,59
63945,142
19305,42
7245,21
52065,115
13545,30
26235,59
55845,114
41985,93
43695,97
360,0
20700,46
51345,114
30240,67
52785,117
22995,51
65610,145
53595,119
46305,149
6795,15
38970,86
33480,74
55170,122
945,2
29385,65
32490,72
33300,74
53190,118
24930,55
13500,30
49410,109
6660,8
62190,138
57420,127
40005,88
21150,47
28710,62
25470,60
23850,53
3240,7
1395,3
68220,150
40635,90
42570,88
55305,121
60390,134
38070,84
41805,91
32175,71
23175,51
28890,64
46395,105
14535,32
20385,45
20295,45
50265,111
50490,112
14805,37
54855,116
21510,47
12465,27
9990,22
7200,16
56565,113
65295,64
2160,4
19125,35
17055,45
52515,58
52470,61
17415,35
44685,99
31455,69
26280,50
45630,101
4590,10
16515,36
34605,76
37665,83
23895,53
57105,126
38205,84
60480,134
10170,22
53055,117
7920,17
67590,144
15210,33
11205,24
33075,73
62550,139
28125,57
57780,132
27630,61
63585,141
52110,115
5580,13
5175,11
33210,73
56520,121
36225,80
67005,148
34200,76
41760,92
14940,33
41040,91
8955,19
35775,79
2295,5
11880,20
63135,140
496,1
12241,27
39241,87
58411,56
37126,66
29116,64
5581,53
48106,106
56836,126
58096,128
34066,75
23086,51
63631,141
51121,118
7831,17
31726,70
16156,35
45136,133
46,0
66016,110
52921,116
46846,104
59536,132
24931,55
12106,25
61516,136
60661,149
2386,5
15841,35
15931,35
27091,50
34156,75
61561,136
26596,59
42256,93
406,3
31411,69
2521,5
31051,69
37216,44
66286,147
10801,24
24481,54
1171,14
4726,10
65971,147
45226,100
20206,44
28306,14
50896,118
13636,30
35146,78
5986,7
42076,93
13906,30
31951,71
62461,138
4771,10
33121,73
59266,128
49321,42
20341,133
4186,9
34786,77
30196,67
44236,109
32986,73
34246,76
20116,44
3331,7
46351,56
38566,85
6796,60
60076,130
50986,118
53596,119
18676,41
47656,105
64846,149
63721,141
62686,143
43966,100
1621,3
16471,108
55846,122
40501,90
40006,88
42121,93
59131,129
29251,84
38116,68
46081,102
49996,111
48646,108
24346,54
4906,10
17281,32
10756,23
47971,106
20476,130
54811,121
22591,48
50941,118
34696,77
36721,81
12916,28
22726,5
15796,35
58006,131
6391,21
48826,109
56341,125
43246,96
48916,108
27631,61
23806,12
33391,74
41536,92
39916,88
4366,48
24436,54
18901,42
61921,130
64261,142
13141,29
9406,20
22996,51
34111,75
676,1
12376,27
4861,10
54181,120
25471,58
16111,35
57466,127
29701,66
23491,52
52471,116
45271,100
63811,141
39376,87
16516,36
4996,11
4051,12
47566,105
13051,29
30871,68
52966,128
52291,116
21151,39
37036,36
35641,79
9631,21
64216,142
26011,57
9046,20
64171,144
39016,86
24121,12
67771,145
17461,38
19351,43
49906,144
38791,127
24571,14
23536,12
31141,69
11746,29
44776,107
29791,66
51031,118
26866,51
12871,28
28531,60
40231,89
17911,39
586,10
24301,54
61966,130
46531,107
44146,87
91,0
4141,9
62146,138
66511,102
42211,93
7606,16
9361,20
22006,58
12331,27
43021,95
721,16
12781,28
991,2
28666,63
24886,55
54901,122
60166,132
6886,15
58546,132
34831,77
10891,24
24661,14
34201,76
43696,45
7381,16
31861,70
55216,118
38026,68
53911,119
60796,130
49276,44
50221,111
20971,46
58276,133
61291,130
14041,31
5446,53
17056,37
41581,92
48781,108
47386,105
33031,73
38071,68
2206,4
11476,25
5716,12
62596,139
48196,107
10711,23
58591,132
361,3
11026,24
4231,9
22546,63
16876,61
47161,80
54001,120
2341,5
33346,74
5671,12
14941,33
52336,116
67051,147
39556,87
21781,60
17146,38
50536,118
6841,15
27766,62
19936,44
15976,35
1396,3
45811,109
26731,59
62416,138
45496,56
62641,139
1666,3
8506,18
30106,66
27541,61
25966,61
52786,117
12646,28
13321,29
10531,23
29071,64
47701,106
19261,42
50176,111
25291,56
14266,31
5941,13
66241,147
1936,4
4501,10
39781,88
63946,142
38521,85
50446,113
59041,128
6706,0
41131,91
15031,33
47881,106
63451,141
51211,118
44911,99
27811,54
32941,73
26236,114
30826,68
41671,92
34516,76
34741,77
12826,28
46891,81
52651,117
631,1
66871,148
63991,136
37576,83
52066,115
35596,79
16696,101
49141,109
46036,102
21241,47
12601,28
51886,115
10126,22
54676,124
43831,97
16381,36
35416,78
22186,49
40411,89
25111,55
24256,53
60526,46
49546,151
54091,120
56476,125
43471,96
32356,71
22231,49
21556,47
55441,123
49231,109
42796,95
21511,47
3781,16
57691,133
18856,50
28801,64
15751,35
55396,123
54496,125
34606,76
8326,18
5266,11
51391,114
61021,137
67276,57
58366,56
34651,77
37891,84
52201,116
64396,143
54856,105
7516,16
11791,25
16201,36
20386,128
67546,150
52561,116
38701,86
7471,16
63316,140
30781,68
3871,4
5401,12
46666,99
45091,100
1711,3
61201,136
12961,28
18181,109
6481,14
55171,116
28261,14
8731,19
47611,105
12286,27
46306,146
28711,98
17551,39
3646,8
33166,73
30961,68
33211,73
50581,119
7336,16
48961,124
17191,38
63181,140
38341,85
39601,88
53191,118
46711,144
20026,56
36226,80
15211,33
43066,95
22951,51
43336,71
54946,122
66736,147
30646,68
44371,36
7561,16
65611,145
11656,25
59671,132
28396,63
7786,5
58456,37
23941,12
56251,125
14671,32
32716,72
15436,34
47431,105
48736,108
62956,143
45406,100
57556,127
13186,29
2836,6
48556,107
14131,31
48376,107
24211,12
57331,127
7426,16
17731,39
26506,106
12466,27
35956,79
34021,75
27181,60
67096,144
49456,109
32806,72
33751,75
50716,112
39871,88
4681,10
49366,44
8866,19
60931,129
7651,5
58231,133
25606,63
13456,29
35506,78
21871,8
35371,78
9091,20
1801,4
60031,130
43876,64
18316,40
9181,20
29611,65
67726,141
50041,111
36136,80
65071,147
37441,83
54721,122
52831,116
45586,101
28936,64
64351,139
29341,65
45181,45
68221,149
5311,23
67861,150
32896,73
53326,118
6076,13
9001,20
48151,107
13681,30
17101,38
27136,50
64306,142
57286,127
42706,94
40366,89
62101,138
12511,27
44191,98
63136,140
14176,31
56791,126
28441,55
37621,83
15391,34
51526,114
11386,25
21286,47
946,2
64711,143
67591,150
60886,137
59401,132
25426,40
64486,139
58816,45
55486,123
44956,99
18361,40
25201,41
53416,101
21016,70
34921,77
57916,149
45766,45
45721,101
29296,65
33436,74
63226,140
31906,70
51481,114
45046,100
16246,36
15301,34
26146,48
60256,133
28486,63
37351,83
12151,27
26956,59
49771,147
20791,46
2656,5
41806,92
17821,39
57601,128
36901,82
63586,141
63901,142
30556,67
10981,24
2071,4
60346,130
49501,110
40996,91
46396,107
37171,109
19531,43
3511,7
23221,51
52021,115
37486,83
18046,40
38251,85
57781,128
5041,11
5851,13
49096,109
30601,68
33526,74
54991,122
45541,130
45001,100
30241,67
27001,7
42751,95
1531,3
37846,84
13411,29
18991,42
9721,21
8011,17
32761,72
22321,49
20296,130
63496,141
56656,123
53956,119
15121,33
41626,92
46441,107
11926,25
53551,119
11836,25
59851,56
49411,100
59806,132
11566,25
24841,55
9676,21
6301,0
14581,36
30511,67
36091,80
4591,14
51931,115
49591,110
11161,24
9316,20
29521,66
65026,138
1036,2
32041,71
18811,41
54406,120
46171,102
36946,82
2251,5
2881,6
35866,79
59491,133
5761,12
8821,19
13996,31
29746,66
6571,0
66691,148
65386,144
46486,107
53236,118
63676,141
28981,64
67321,96
31546,70
52381,116
67681,134
54541,125
40141,89
60571,134
21421,103
68086,148
49726,151
53776,127
60706,130
4096,50
7066,15
16651,37
51571,114
50311,111
41401,92
1891,4
45676,101
40591,90
29431,65
32536,72
38881,86
6931,15
901,2
2701,6
66421,146
19126,42
30376,67
40276,89
2791,11
67996,151
24391,0
17596,39
27946,134
18766,41
22501,50
6616,14
27271,50
57016,126
27361,61
19171,42
59626,132
49951,111
42031,93
36856,81
16066,59
54631,121
20881,46
10261,22
56521,117
41491,92
54586,125
28621,63
50401,112
22906,50
39106,86
31321,77
28891,64
55126,123
1081,2
29926,82
9496,21
19396,43
43381,47
24751,55
41851,93
19666,43
42976,95
15346,34
55981,124
33976,75
66601,148
35776,79
52246,116
3826,20
7246,16
62731,143
64981,144
53641,115
42391,94
44506,40
45451,56
15256,42
27721,129
20521,45
34381,76
55801,124
3466,7
23671,52
29971,66
14986,41
13771,30
58726,130
28081,48
17416,38
2296,5
46981,80
56926,126
8641,19
52156,115
50626,119
40951,91
49816,90
66196,147
25246,44
67456,144
7021,15
16966,45
53686,119
5131,11
39286,87
27406,50
6526,54
2746,11
9136,20
56611,125
11206,24
57961,128
19576,43
51706,114
57061,126
43516,47
27991,62
39466,87
10216,22
1441,3
39646,88
55531,123
766,10
56206,124
21331,47
61156,131
64081,142
21736,50
67501,146
16021,35
53371,118
36676,81
2161,4
31276,69
61381,138
40906,90
31456,69
45991,102
1486,3
19711,43
23131,51
50356,111
11611,25
48061,106
57871,33
39151,87
21601,56
56026,124
60751,131
59176,128
53281,118
13096,29
6436,14
46126,86
17236,43
30916,68
60481,134
36451,81
9271,4
29026,72
43156,95
3556,7
25021,55
68356,147
63001,140
38476,85
21106,64
63541,141
16831,37
24976,55
42436,94
22636,50
64576,143
14356,31
47836,106
9946,22
60211,132
58996,130
38836,86
59581,132
43426,71
31816,70
62011,130
28846,64
23716,12
59716,132
1981,4
36001,80
10486,23
62281,138
26641,59
7876,17
55756,123
43561,101
50851,118
11521,25
11116,24
8776,19
4006,20
54361,120
9451,21
33301,74
6661,14
4951,11
41086,91
31681,70
37261,82
30421,67
38926,86
33256,73
37711,83
5626,12
8596,19
66916,151
53011,116
17686,39
23041,51
3286,7
32176,71
8146,18
62866,143
10081,22
19486,43
28171,119
20701,46
37396,83
33481,74
47746,106
27316,52
56431,125
21196,47
47476,105
11431,25
45946,102
10576,23
22366,49
36586,81
50491,118
53821,119
5536,53
34561,76
15526,34
27901,78
9226,20
1576,3
26551,59
61831,137
27046,58
61741,130
22411,49
24706,61
59311,131
42886,95
43201,96
7966,17
32131,106
15481,34
37801,68
3061,6
14491,32
16786,37
31231,77
65341,56
30286,67
27676,45
38656,85
22861,13
40681,90
59086,130
5221,11
57196,127
37306,82
40636,90
18946,42
64531,139
53461,118
62506,138
27856,22
29881,66
44101,122
20071,44
25156,63
25741,33
8236,18
21466,47
25876,58
43111,95
66826,146
65836,58
35911,79
22141,49
54271,120
33706,74
4321,12
55621,123
33076,73
44326,36
32401,72
53146,118
65161,102
15076,33
2026,4
65701,39
30061,66
19081,34
66061,146
33931,75
14536,109
66106,56
58951,131
62191,138
17326,38
41986,93
1261,19
6976,15
17506,38
59986,130
10621,23
40816,90
66961,91
39691,88
36316,80
61876,137
58681,133
13276,29
47791,106
23581,12
37936,84
30736,68
13501,30
17011,37
3916,16
25786,61
31006,68
68041,110
26776,59
64936,86
41356,91
41941,93
2971,6
20611,57
7156,13
61471,136
40726,90
12736,28
56116,124
50086,111
19846,44
12196,27
35101,78
18631,33
20566,17
4816,10
42526,94
226,0
58771,45
61336,130
35281,78
46801,137
54136,120
13726,30
37666,83
1846,4
3376,7
16561,36
44056,97
62371,138
41761,92
23626,52
62821,143
24076,53
63091,140
49681,110
2926,6
51976,115
32491,72
3736,8
12061,25
3196,7
16921,18
49186,109
47926,60
3601,8
34876,77
65251,145
22456,49
30016,66
3961,7
24166,12
36361,72
19756,43
31501,70
32851,73
62056,137
8191,18
52516,116
181,3
26281,2
54451,121
47521,105
38746,86
25336,128
3421,7
51796,115
32671,80
38296,85
66556,147
541,21
53731,119
18001,57
14716,32
47026,111
68131,147
8056,17
4456,53
35551,79
21061,46
25651,56
40186,89
17866,39
49051,109
50761,117
14311,31
49006,60
64621,143
33571,74
23311,51
55351,123
41716,92
32086,71
11296,25
11251,25
29656,65
64801,130
43651,109
51301,114
6166,7
19306,42
66376,151
51661,114
4276,9
27451,61
1126,2
29836,66
50806,119
62776,143
21646,50
4546,10
25696,57
63406,140
25831,80
5806,53
8101,18
16291,36
10441,23
39331,87
26416,58
20926,70
44821,99
26686,59
67411,128
856,1
35056,77
25516,56
55261,143
48331,107
43786,33
50671,119
65431,145
37081,82
33841,75
60616,134
2431,5
59941,132
26056,57
57421,127
29566,65
39736,88
8911,19
42481,94
59896,1
5491,53
12556,27
35191,78
67006,151
31996,71
58141,130
15571,34
28756,130
41041,91
45361,100
35011,77
8416,18
12016,29
44686,99
3016,6
34426,76
7111,15
13591,30
2116,4
17641,39
51616,114
8686,19
18271,40
32626,72
21916,60
11971,25
14221,31
68266,127
58321,130
62911,139
6346,0
15166,33
28126,62
26821,59
57106,126
60436,144
28576,50
55891,124
44866,99
22816,50
16336,36
42616,94
22051,49
23266,51
61066,128
12691,28
55036,122
44596,107
3106,6
61786,129
44416,33
25921,61
31771,70
17371,38
40321,89
23356,51
65746,98
23401,53
57736,132
7201,16
57151,127
50131,111
20746,46
19981,44
29476,65
9901,22
45631,109
35731,79
29386,65
40096,89
19801,44
40051,89
35821,79
26461,58
63271,140
30331,67
42346,94
19891,44
61606,137
13861,30
21826,8
53506,118
8461,49
60976,133
32311,71
10666,23
60301,134
14446,32
67141,149
35326,78
26371,133
61246,138
57241,127
10171,22
19441,43
14806,98
46936,80
35461,78
67816,150
61426,136
56971,126
67186,149
52741,117
31096,77
4411,49
65206,144
36991,66
13006,28
35236,78
3241,7
64756,143
30151,67
39421,87
10306,22
14086,31
20431,132
10036,22
26191,48
13231,29
44461,109
1306,6
56161,124
36406,79
31366,77
21376,47
57646,130
22096,49
24616,54
35686,79
20836,38
48286,107
11701,25
43921,97
64036,142
37756,83
8281,49
52606,116
22276,49
21691,48
40861,90
66781,145
66466,147
24796,55
47116,104
5896,50
10936,24
53101,118
6031,13
67951,146
36271,80
49636,110
34291,76
41311,91
55711,123
67906,150
3151,7
1216,6
65476,47
47341,105
15706,34
32446,72
38161,68
28216,112
11881,25
55576,123
24031,53
7921,17
27496,61
32221,71
53056,117
61696,137
22771,55
46756,107
25381,57
18136,109
25066,55
33661,74
